"","Total de captures","Succès de pêche (poissons/j-p)","Masse moyenne(g)","Plan d'eau","Espèce","Année","Réserve/Parc","Secteur"
"1",27,"3.0","379","Advent, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"2",2,"0.7",NA,"Armes, Lac D'","Omble de fontaine",2019,"Rouge-Matawin",NA
"3",76,"3.1","128","Aubinot, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"4",102,"5.8","231","Audelin, Lac D'","Omble de fontaine",2019,"Rouge-Matawin",NA
"5",28,"7.0",NA,"Babiole, Ruisseau","Omble de fontaine",2019,"Rouge-Matawin",NA
"6",101,"5.9","137","Baies, Lac des","Omble de fontaine",2019,"Rouge-Matawin",NA
"7",1,"0.5",NA,"Baillon, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"8",479,"2.5","182","Boulard, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"9",15,"1.9","304","Bourasseau, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"10",511,"4.6","185","Butte, Lac de la","Omble de fontaine",2019,"Rouge-Matawin",NA
"11",7,"8.5","71","Butte, Ruisseau de la","Omble de fontaine",2019,"Rouge-Matawin",NA
"12",70,"5.9","290","Castos, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"13",42,"7.5","370","Cécilia, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"14",14,"7.0","146","Chapelin, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"15",37,"4.1","309","Chasy, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"16",14,"1.6","448","Chavoy, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"17",1093,"1.6","253","Cinq Doigts, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"18",249,"2.1","189","Cirier, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"19",127,"1.9","220","Coivrel, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"20",35,"6.7","207","Côté, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"21",4,"0.7","313","Danis, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"22",6,"2.0","333","Davis, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"23",35,"5.8","217","Davis, Petit lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"24",244,"1.6","164","Dumbo, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"25",2,"1.0",NA,"Éden, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"26",42,"11.3","95","Élévation, Lac de l'","Omble de fontaine",2019,"Rouge-Matawin",NA
"27",84,"1.3","196","Fernand, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"28",171,"5.0","123","Forbin, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"29",132,"5.4","200","Fournet, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"30",2,"2.0","227","French, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"31",46,"4.9","162","French, Ruisseau","Omble de fontaine",2019,"Rouge-Matawin",NA
"32",101,"0.9","410","Froid, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"33",40,"1.1","341","Froid, Petit lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"34",112,"2.4","148","Froid, Ruisseau","Omble de fontaine",2019,"Rouge-Matawin",NA
"35",14,"7.0","121","Goblin GR et PT Lacs","Omble de fontaine",2019,"Rouge-Matawin",NA
"36",14,"0.4","502","Grandive, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"37",768,"4.4","168","Grasmère, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"38",60,"4.4","238","Greslon Rond, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"39",14,"9.0","96","Gros Bec, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"40",133,"3.5","240","Haute Terre, Lac de la","Omble de fontaine",2019,"Rouge-Matawin",NA
"41",16,"0.9","338","Héricy, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"42",87,"2.7","206","Higginson, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"43",14,"7.0",NA,"Higginson, Ruisseau","Omble de fontaine",2019,"Rouge-Matawin",NA
"44",48,"5.4","111","Hirondelle, Lac à l'","Omble de fontaine",2019,"Rouge-Matawin",NA
"45",39,"4.9","319","Hoyt, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"46",8,"6.0","389","Jacques, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"47",87,"2.0","158","Jamet, Rivière","Omble de fontaine",2019,"Rouge-Matawin",NA
"48",21,"2.1","357","Java, Étang","Omble de fontaine",2019,"Rouge-Matawin",NA
"49",70,"2.3","568","Jésuites, Lac des","Omble de fontaine",2019,"Rouge-Matawin",NA
"50",3,"2.0","400","Kendra, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"51",73,"6.1","204","Lamanon, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"52",12,"6.0","183","Lège, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"53",68,"1.1","287","Lenoir, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"54",74,"3.5","190","Lenoir, Rivière","Omble de fontaine",2019,"Rouge-Matawin",NA
"55",90,"1.8","85","Macaza, Rivière","Omble de fontaine",2019,"Rouge-Matawin",NA
"56",221,"2.4","155","Mandin, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"57",14,"7.0","179","Mazet, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"58",293,"2.6","189","McIntyre, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"59",27,"2.2","371","McIntyre, Petit lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"60",184,"2.7","326","McRae, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"61",9,"4.5","194","Métru, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"62",191,"2.1","207","Moranger, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"63",78,"2.8","107","Ninville, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"64",14,"1.6","256","Pantin, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"65",10,"5.0","148","Parement, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"66",7,"3.5","143","Pécody, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"67",16,"2.5","212","Proche, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"68",1,"0.5","300","Quartz, Lac du","Omble de fontaine",2019,"Rouge-Matawin",NA
"69",36,"1.5","458","Raemer, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"70",7,"1.8","629","Ramage, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"71",7,"1.8","114","Rat Musqué, Lac du","Omble de fontaine",2019,"Rouge-Matawin",NA
"72",13,"8.5","279","Renaud, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"73",12,"0.4","226","Rouge, Rivière","Omble de fontaine",2019,"Rouge-Matawin",NA
"74",17,"2.8","266","Ruter, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"75",25,"4.5","92","Savanne, Ruisseau","Omble de fontaine",2019,"Rouge-Matawin",NA
"76",79,"1.4","151","Saxel, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"77",141,"2.8","176","Sheship, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"78",52,"1.5","276","Svastika, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"79",14,"3.5","307","Tittlit, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"80",49,"2.9","269","Travecy, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"81",15,"1.6","303","Troie, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"82",452,"5.7","114","Verneuil, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"83",279,"3.3","198","Vitart, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"84",14,"9.5","171","Zéro, Lac","Omble de fontaine",2019,"Rouge-Matawin",NA
"85",41,"1.1","2334","Antique, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"86",8,"4.5",NA,"Attrape, Lac de l'","Grand Brochet",2019,"Rouge-Matawin",NA
"87",50,"1.4","1948","Baie des Dix Milles","Grand Brochet",2019,"Rouge-Matawin",NA
"88",81,"1.6","1787","Baie du Bois Vert","Grand Brochet",2019,"Rouge-Matawin",NA
"89",39,"3.4","2350","Bambi, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"90",42,"4.0","1790","Briseval, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"91",43,"2.6","2139","Brochet, Lac au","Grand Brochet",2019,"Rouge-Matawin",NA
"92",3,"0.4","3000","Catudal, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"93",27,"6.7","1146","Cazo, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"94",37,"2.4","1500","Chaland, Lac du Petit","Grand Brochet",2019,"Rouge-Matawin",NA
"95",7,"6.0","2286","Chargé, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"96",5,"2.5","1080","Cholet, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"97",2,"0.5","5650","Chouteau, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"98",8,"1.6","2138","Coin, Lac en","Grand Brochet",2019,"Rouge-Matawin",NA
"99",44,"3.6","2403","Cordeau, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"100",35,"5.6","2352","Daulé, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"101",5,"1.5","1900","Dispan, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"102",22,"2.7","1611","Donsil, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"103",5,"0.3","1578","Écuyer, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"104",6,"0.9","1912","Escalier, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"105",4,"2.8","2050","Flay, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"106",1,"0.5","2200","Frances, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"107",8,"5.8","1793","Gadiou, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"108",85,"2.2","1796","Gate, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"109",38,"0.5","2509","Gesseron Hardinge, Lacs","Grand Brochet",2019,"Rouge-Matawin",NA
"110",2,"1.0","1000","Grand Mère, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"111",6,"0.7","700","Héripel, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"112",83,"0.9","1053","Jamet, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"113",1,"0.1",NA,"Jamet, Rivière","Grand Brochet",2019,"Rouge-Matawin",NA
"114",28,"0.2","2486","Laverdière, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"115",64,"0.6","1470","Legendre, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"116",1,"4.0","2000","Leslie, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"117",35,"2.9","1724","Libeau Nord, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"118",35,"1.5","1835","Libeau Sud, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"119",11,"3.5","2145","Lournand, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"120",4,"1.5","1618","Lumina, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"121",1,"0.2","1800","Macaza, Rivière","Grand Brochet",2019,"Rouge-Matawin",NA
"122",37,"4.6","1340","Marsais, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"123",54,"1.5","2643","Matawin, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"124",77,"1.1","1835","Matawin, Rivière","Grand Brochet",2019,"Rouge-Matawin",NA
"125",1,"0.5","2500","Molleur, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"126",21,"2.3","1054","Montagnac, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"127",23,"1.6","2517","Mosquic, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"128",15,"3.5","1089","Mosquic, Petit lac","Grand Brochet",2019,"Rouge-Matawin",NA
"129",9,"2.1","2116","Muloin, Jouan, Gabot,","Grand Brochet",2019,"Rouge-Matawin",NA
"130",2,"0.7","2720","Nauteau, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"131",70,"2.3","2493","Odelin, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"132",11,"6.7","2303","Passe, Lac La","Grand Brochet",2019,"Rouge-Matawin",NA
"133",1,"1.0",NA,"Payen, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"134",12,"2.3","2007","Pechina, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"135",59,"1.7","1980","Pierron, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"136",5,"2.3",NA,"Pion, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"137",8,"4.0","1758","Prèle, Lac à la","Grand Brochet",2019,"Rouge-Matawin",NA
"138",26,"8.1","1093","Regnard, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"139",23,"0.2","883","Rouge Grand et Petit","Grand Brochet",2019,"Rouge-Matawin",NA
"140",8,"0.2","1680","Rouge, Rivière","Grand Brochet",2019,"Rouge-Matawin",NA
"141",31,"0.2","1488","Sapin, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"142",5,"0.6","720","Sarnia, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"143",35,"5.7","1051","Sault, Lac du","Grand Brochet",2019,"Rouge-Matawin",NA
"144",11,"4.5","1700","Serent, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"145",15,"0.5","855","Sucreries, Lac des","Grand Brochet",2019,"Rouge-Matawin",NA
"146",6,"6.4","544","Tavery, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"147",1,"0.3","1360","Tisson Gr et Pt lacs","Grand Brochet",2019,"Rouge-Matawin",NA
"148",32,"0.7","1657","Tobie, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"149",7,"0.9","1458","Tourvion grand et petit","Grand Brochet",2019,"Rouge-Matawin",NA
"150",4,"2.0",NA,"Trilla, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"151",24,"5.0","1913","Turbal, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"152",4,"3.0",NA,"Valade, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"153",42,"0.4","1193","Willard, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"154",20,"3.9","1546","Yvelain, Lac","Grand Brochet",2019,"Rouge-Matawin",NA
"155",10,"0.8","1180","Cordeau, Lac","Doré Jaune",2019,"Rouge-Matawin",NA
"156",4,"0.1","879","Écuyer, Lac","Doré Jaune",2019,"Rouge-Matawin",NA
"157",74,"1.8","714","Gate, Lac","Doré Jaune",2019,"Rouge-Matawin",NA
"158",19,"1.2","376","Héripel, Lac","Doré Jaune",2019,"Rouge-Matawin",NA
"159",179,"1.3","674","Jamet, Lac","Doré Jaune",2019,"Rouge-Matawin",NA
"160",155,"0.7","763","Laverdière, Lac","Doré Jaune",2019,"Rouge-Matawin",NA
"161",3,"0.1","680","Macaza, Rivière","Doré Jaune",2019,"Rouge-Matawin",NA
"162",149,"2.9","635","Pierron, Lac","Doré Jaune",2019,"Rouge-Matawin",NA
"163",107,"1.1","619","Rouge Grand et Petit","Doré Jaune",2019,"Rouge-Matawin",NA
"164",22,"0.7","591","Rouge, Rivière","Doré Jaune",2019,"Rouge-Matawin",NA
"165",48,"0.3","793","Sapin, Lac","Doré Jaune",2019,"Rouge-Matawin",NA
"166",27,"1.3","504","Sarnia, Lac","Doré Jaune",2019,"Rouge-Matawin",NA
"167",15,"0.1","935","Sucreries, Lac des","Doré Jaune",2019,"Rouge-Matawin",NA
"168",5,"0.5","1400","Tobie, Lac","Doré Jaune",2019,"Rouge-Matawin",NA
"169",12,"0.2","1240","Froid, Lac","Touladi",2019,"Rouge-Matawin",NA
"170",22,"0.9","813","Froid, Petit lac","Touladi",2019,"Rouge-Matawin",NA
"171",44,"0.9","743","Grandive, Lac","Touladi",2019,"Rouge-Matawin",NA
"172",44,"0.8","690","Lenoir, Lac","Touladi",2019,"Rouge-Matawin",NA
"173",14,"0.4","2017","Raimbault, Lac","Touladi",2019,"Rouge-Matawin",NA
"174",13,"0.1","1275","Rouge Grand et Petit","Touladi",2019,"Rouge-Matawin",NA
"175",29,"1.0","985","Svastika, Lac","Touladi",2019,"Rouge-Matawin",NA
"176",4,"0.0","1393","Willard, Lac","Touladi",2019,"Rouge-Matawin",NA
"177",82,"0.4","958","Laverdière, Lac","Achigan à petite bouche",2019,"Rouge-Matawin",NA
"178",26,"0.3","517","Sapin, Lac","Achigan à petite bouche",2019,"Rouge-Matawin",NA
"179",23,"0.6","44","Antique, Lac","Perchaude",2019,"Rouge-Matawin",NA
"180",28,"0.5","57","Baie des Dix Milles","Perchaude",2019,"Rouge-Matawin",NA
"181",41,"0.7","97","Baie du Bois Vert","Perchaude",2019,"Rouge-Matawin",NA
"182",2,"0.1","288","Briseval, Lac","Perchaude",2019,"Rouge-Matawin",NA
"183",13,"0.4","157","Brochet, Lac au","Perchaude",2019,"Rouge-Matawin",NA
"184",1,"0.3","300","Catudal, Lac","Perchaude",2019,"Rouge-Matawin",NA
"185",6,"0.4",NA,"Chaland, Lac du Petit","Perchaude",2019,"Rouge-Matawin",NA
"186",5,"0.7","160","Cordeau, Lac","Perchaude",2019,"Rouge-Matawin",NA
"187",2,"0.4",NA,"Donsil, Lac","Perchaude",2019,"Rouge-Matawin",NA
"188",5,"2.5","404","Flay, Lac","Perchaude",2019,"Rouge-Matawin",NA
"189",23,"0.5","153","Gate, Lac","Perchaude",2019,"Rouge-Matawin",NA
"190",7,"0.1","275","Gesseron Hardinge, Lacs","Perchaude",2019,"Rouge-Matawin",NA
"191",6,"3.0","83","Latour, Lac","Perchaude",2019,"Rouge-Matawin",NA
"192",21,"0.1","217","Laverdière, Lac","Perchaude",2019,"Rouge-Matawin",NA
"193",1,"0.3",NA,"Lecanteur, Lac","Perchaude",2019,"Rouge-Matawin",NA
"194",20,"4.1","107","Marsais, Lac","Perchaude",2019,"Rouge-Matawin",NA
"195",17,"0.4",NA,"Matawin, Lac","Perchaude",2019,"Rouge-Matawin",NA
"196",14,"0.4","169","Matawin, Rivière","Perchaude",2019,"Rouge-Matawin",NA
"197",82,"4.5","186","Montagnac, Lac","Perchaude",2019,"Rouge-Matawin",NA
"198",1,"1.7","450","Mosquic, Lac","Perchaude",2019,"Rouge-Matawin",NA
"199",17,"0.6","205","Odelin, Lac","Perchaude",2019,"Rouge-Matawin",NA
"200",3,"0.1","500","Pierron, Lac","Perchaude",2019,"Rouge-Matawin",NA
"201",2,"0.1","450","Regnard, Lac","Perchaude",2019,"Rouge-Matawin",NA
"202",12,"0.2","262","Sapin, Lac","Perchaude",2019,"Rouge-Matawin",NA
"203",1,"0.3",NA,"Serent, Lac","Perchaude",2019,"Rouge-Matawin",NA
"204",14,"0.5","100","Sucreries, Lac des","Perchaude",2019,"Rouge-Matawin",NA
"205",2,"0.3",NA,"Tisson Gr et Pt lacs","Perchaude",2019,"Rouge-Matawin",NA
"206",9,"0.2","242","Tobie, Lac","Perchaude",2019,"Rouge-Matawin",NA
